,Time_Period,c_prop_cd,c_zone_id,c_serial_num,dof,coin_in,mtr_win,theo,hp,max_hp,days_in_time_period,slot_logistics,mtr_win over dof,coin_in over dof,mtr_win over hp,coin_in over hp
747,Pre,SAC,2,2174372,76,34136.5,3028.25,2273.4909,21536,650304.0,76,inplace,39.8453947368421,449.1644736842105,0.14061339153046062,1.5850900817236255
810,Pre,SAC,2,1965309,76,36989.44,2204.85999999999,5344.97408,55299,984960.0,76,inplace,29.011315789473553,486.7031578947369,0.0398716070815022,0.6688988950975606
844,Pre,SAC,2,2174393,76,0.0,0.0,0.0,0,650304.0,76,inplace,0.0,0.0,,
853,Pre,SAC,2,1948962,76,12276.32,1819.14,1800.9361440000002,19073,809856.0,76,inplace,23.93605263157895,161.53052631578947,0.09537775913595137,0.6436491375242489
897,Pre,SAC,2,2174358,76,0.0,0.0,0.0,0,650304.0,76,inplace,0.0,0.0,,
913,Pre,SAC,2,2174167,76,295122.75,19991.75,14759.8905749999,147416,1061567.99999999,76,inplace,263.0493421052632,3883.1940789473683,0.13561451945514733,2.0019723096543114
926,Pre,SAC,2,2174120,76,248841.0,20778.0,12346.424025,133842,1061567.99999999,76,inplace,273.3947368421053,3274.2236842105267,0.1552427489128973,1.859214596315058
952,Pre,SAC,2,2174126,76,266585.75,20449.52,13450.619425,158715,1061567.99999999,76,inplace,269.07263157894744,3507.707236842105,0.12884428062880005,1.6796506316353212
983,Pre,SAC,2,2174124,76,188968.5,17599.0,9519.7691,110133,1061567.99999999,76,inplace,231.56578947368425,2486.4276315789475,0.15979769914557854,1.7158208711285443
984,Pre,SAC,2,2174130,76,100203.0,2019.75,5018.76069999999,53784,1061567.99999999,76,inplace,26.57565789473684,1318.4605263157896,0.03755298973672468,1.8630633645693888
992,Pre,SAC,2,2174353,76,0.0,0.0,0.0,0,650304.0,76,inplace,0.0,0.0,,
1017,Pre,SAC,2,2174332,76,29879.25,4071.75,1975.018425,15693,650304.0,76,inplace,53.57565789473684,393.1480263157895,0.25946281781686104,1.903985853565284
1018,Pre,SAC,2,2174387,76,30754.5,1928.5,2026.72155,20918,650304.0,76,inplace,25.375,404.6644736842105,0.09219332632182807,1.4702409408165216
1044,Pre,SAC,2,2174129,76,181906.75,8732.75,9043.32312499999,107388,1061567.99999999,76,inplace,114.90460526315788,2393.5098684210525,0.0813196074049242,1.6939206429023728
10,Pre,SAC,6,2384809,76,88728.6,10401.9999999999,11153.18502,54454,984960.0,76,moving,136.86842105263023,1167.4815789473685,0.19102361626326625,1.6294229992287068
13,Pre,SAC,8,2492693,76,137639.4,25743.399999999903,20618.38212,117275,1203840.0,76,moving,338.7289473684197,1811.044736842105,0.2195131102110416,1.1736465572372627
73,Pre,SAC,30,5141618,76,102679.099999999,15567.6899999999,15299.1859,59825,831744.0,76,moving,204.83802631578814,1351.0407894736709,0.2602204763894676,1.7163242791474969
139,Pre,SAC,6,2384808,76,75331.7999999999,8576.64999999999,9469.20725999999,52229,984960.0,76,moving,112.85065789473671,991.2078947368408,0.16421241072967108,1.4423366329050893
166,Pre,SAC,30,B160874786,76,62620.8,6322.96,8566.52543999999,47538,787968.0,76,moving,83.19684210526316,823.9578947368421,0.13300854053599226,1.3172788085321216
179,Pre,SAC,8,MRXU005528,76,331971.19999999896,44670.2199999999,46973.9247999999,196924,930240.0,76,moving,587.7660526315776,4368.0421052631455,0.22683989762547935,1.6857833478905515
239,Pre,SAC,30,B160874785,76,58388.1,3099.93,7987.49208,42800,787968.0,76,moving,40.78855263157895,768.2644736842105,0.07242827102803738,1.3642079439252337
265,Pre,SAC,8,B170506134,76,243655.66,38386.21,31187.924479999903,183080,831744.0,76,moving,505.08171052631576,3205.995526315789,0.20966905178064232,1.330869892942976
278,Pre,SAC,8,MRXU005523,76,343788.72,39004.16,48817.99824,197561,919296.0,76,moving,513.2126315789474,4523.535789473684,0.1974284398236494,1.7401649110907516
332,Pre,SAC,30,5135339,76,70836.45,13685.6099999999,10427.12544,37946,1006847.99999999,76,moving,180.07381578947238,932.0585526315787,0.3606601486322643,1.8667698835186843
378,Pre,SAC,8,B170506133,76,210650.36,27301.2099999999,26963.246079999903,164276,831744.0,76,moving,359.2264473684197,2771.7152631578947,0.16619110521317726,1.2822954052935305
379,Pre,SAC,8,MRXU005525,76,343124.32,60467.889999999905,48723.6534399999,206519,919296.0,76,moving,795.630131578946,4514.793684210526,0.2927957718176047,1.661466112076855
424,Pre,SAC,8,2492697,76,167017.8,20155.2099999999,25019.2664399999,131226,1203840.0,76,moving,265.20013157894607,2197.6026315789472,0.15359159008123316,1.2727493027296422
444,Pre,SAC,30,B160874788,76,47782.5,6709.11999999999,6899.792999999991,39345,766080.0,76,moving,88.27789473684196,628.7171052631579,0.17052026941161494,1.2144491040792984
493,Pre,SAC,8,B170506132,76,335432.339999999,56960.67,52897.680017999905,242065,1050624.0,76,moving,749.4825,4413.583421052618,0.2353114659285729,1.3857118542540183
494,Pre,SAC,8,MRXU005526,76,384766.8,70743.53,54444.5022,214516,930240.0,76,moving,930.8359210526316,5062.721052631578,0.3297820675380857,1.7936508232486157
535,Pre,SAC,8,2492692,76,169000.8,26326.4999999999,25316.31984,128434,1203840.0,76,moving,346.40131578947233,2223.694736842105,0.20498076833237228,1.3158571717769436
560,Pre,SAC,8,MRXU005524,76,190483.039999999,42604.4399999999,27048.591679999903,110815,919296.0,76,moving,560.584736842104,2506.355789473671,0.3844645580471949,1.7189283039299643
669,Pre,SAC,8,B170506131,76,176448.65999999898,21483.98,27825.953682,135799,1050624.0,76,moving,282.68394736842106,2321.6928947368287,0.15820425776331196,1.2993369612441843
736,Pre,SAC,6,2384807,76,124387.8,14302.2499999999,15635.5464599999,86621,984960.0,76,moving,188.1874999999987,1636.6815789473685,0.16511296336915876,1.4360005079599636
741,Pre,SAC,30,5135337,76,57162.17,11586.6099999999,8414.27142399999,30318,1006847.99999999,76,moving,152.45539473684082,752.1338157894737,0.38216933834685335,1.885420212415067
764,Pre,SAC,30,5141616,76,92515.9599999999,16542.06,13784.878040000001,53612,831744.0,76,moving,217.6586842105264,1217.3152631578935,0.30855144370663284,1.7256576885771824
779,Pre,SAC,30,5135336,76,86017.75,12070.23,12661.8128,38110,1006847.99999999,76,moving,158.8188157894737,1131.8125,0.3167208081868276,2.2570913146155864
789,Pre,SAC,30,5141615,76,76186.54,16262.21,11351.79446,48508,831744.0,76,moving,213.97644736842102,1002.4544736842104,0.3352480003298425,1.5705974272284982
802,Pre,SAC,3,5135151,76,232307.99999999898,27790.43,30176.8091999999,170677,919296.0,76,moving,365.6635526315789,3056.6842105263026,0.16282469225496113,1.361097277313282
842,Pre,SAC,30,B160874789,76,56928.0,8275.07999999999,8220.40319999999,42268,766080.0,76,moving,108.88263157894724,749.0526315789474,0.19577647392826705,1.3468344847165703
884,Pre,SAC,30,5135338,76,49522.14,7365.66999999999,7289.6590079999905,26055,1006847.99999999,76,moving,96.91671052631563,651.6071052631579,0.2826969871425826,1.9006770293609672
948,Pre,SAC,30,5141617,76,88375.82,8644.53999999999,13167.99718,49434,831744.0,76,moving,113.74394736842092,1162.8397368421056,0.17487033216005154,1.7877537727070438
954,Pre,SAC,3,5135142,76,254092.199999999,31045.559999999903,33006.5767799999,190040,908352.0,76,moving,408.4942105263145,3343.3184210526183,0.1633632919385387,1.3370458850768203
978,Pre,SAC,6,2384810,76,116277.599999999,13722.3,14616.094319999998,72858,984960.0,76,moving,180.5565789473684,1529.9684210526184,0.18834307831672567,1.5959482829613632
1006,Pre,SAC,8,2492696,76,149950.8,24795.98,22462.629839999903,112907,1203840.0,76,moving,326.2628947368421,1973.036842105263,0.21961419575402769,1.3280912609492768
1037,Pre,SAC,8,MRXU005527,76,185611.36,28558.759999999904,26264.007439999903,111467,930240.0,76,moving,375.7731578947355,2442.254736842105,0.2562082051190029,1.665168704639041
1099,Post,SAC,2,2174372,27,28638.75,2509.5,1907.34075,18338,237168.0,30,inplace,92.94444444444444,1060.6944444444443,0.1368469844039699,1.561716108626895
1147,Post,SAC,2,2174358,27,0.0,0.0,0.0,0,237168.0,30,inplace,0.0,0.0,,
1152,Post,SAC,2,2174167,27,61377.75,7608.75,3111.851925,34349,377135.999999999,30,inplace,281.8055555555556,2273.25,0.2215129989228216,1.7868860811086202
1176,Post,SAC,2,1964674,27,6833.5,1258.75,1024.34165,4392,295488.0,30,inplace,46.62037037037037,253.09259259259255,0.28660063752276865,1.5558970856102003
1314,Post,SAC,2,1965200,27,4629.36999999999,942.6899999999989,690.239067,10267,318815.999999999,30,inplace,34.914444444444406,171.4581481481478,0.09181747345865383,0.4508980227914669
1358,Post,SAC,2,2174166,27,35031.0,3225.0,1772.5685999999898,19501,377135.999999999,30,inplace,119.44444444444444,1297.4444444444443,0.16537613455720218,1.7963694169529767
1370,Post,SAC,2,1949577,27,6126.56,1576.32,888.3512,8384,307152.0,30,inplace,58.382222222222225,226.90962962962962,0.1880152671755725,0.7307442748091604
1392,Post,SAC,2,2174120,27,77515.0,3562.0,3914.5075,39000,377135.999999999,30,inplace,131.92592592592592,2870.925925925926,0.09133333333333334,1.9875641025641029
1411,Post,SAC,2,2174126,27,84487.5,8727.75,4351.10624999999,48097,377135.999999999,30,inplace,323.25,3129.166666666666,0.18146142171029375,1.7566064411501756
1421,Post,SAC,2,2174124,27,42082.75,2668.5,2163.05334999999,27381,377135.999999999,30,inplace,98.83333333333331,1558.6203703703704,0.09745809137723238,1.5369325444651398
1435,Post,SAC,2,2174130,27,30053.25,943.75,1514.6838,16700,377135.999999999,30,inplace,34.9537037037037,1113.0833333333333,0.056511976047904186,1.7995958083832335
1466,Post,SAC,2,1948962,27,4760.69,692.3099999999989,698.393223,8442,287712.0,30,inplace,25.64111111111108,176.32185185185185,0.08200781805259406,0.563929163705283
1467,Post,SAC,2,2174393,27,0.0,0.0,0.0,0,237168.0,30,inplace,0.0,0.0,,
1508,Post,SAC,2,1965309,27,8130.05999999999,531.089999999999,1174.79367,13692,349920.0,30,inplace,19.669999999999963,301.113333333333,0.03878834355828214,0.5937817703768618
1549,Post,SAC,2,2174341,27,35343.0,1905.25,2367.981,21236,237168.0,30,inplace,70.56481481481481,1309.0,0.08971793181390092,1.6642964776794122
1560,Post,SAC,2,2174127,27,67338.25,7374.5,3434.2507499999897,35686,377135.999999999,30,inplace,273.1296296296296,2494.009259259259,0.2066496665358964,1.8869654766575128
1579,Post,SAC,2,1949828,27,3443.18,184.28,498.57246399999997,6557,252720.0,30,inplace,6.825185185185185,127.52518518518518,0.02810431599816989,0.5251151441207871
1598,Post,SAC,2,2174373,27,0.0,0.0,0.0,0,237168.0,30,inplace,0.0,0.0,,
1612,Post,SAC,2,2174339,27,0.0,0.0,0.0,0,237168.0,30,inplace,0.0,0.0,,
1710,Post,SAC,2,2174367,27,31443.25,2203.25,2094.12045,19077,237168.0,30,inplace,81.60185185185185,1164.5648148148148,0.11549247785291188,1.6482282329506737
1719,Post,SAC,2,2174125,27,28781.75,3484.0,1462.1129,18606,377135.999999999,30,inplace,129.03703703703704,1065.9907407407406,0.1872514242717403,1.5469069117488985
1794,Post,SAC,2,2174399,27,36240.0,2354.25,2399.0879999999897,22818,237168.0,30,inplace,87.19444444444444,1342.2222222222224,0.10317512490139363,1.5882198264528005
1806,Post,SAC,2,2174131,27,55169.5,5055.5,2769.5089,28829,377135.999999999,30,inplace,187.24074074074073,2043.3148148148148,0.1753616150404107,1.9136806687710293
1815,Post,SAC,2,2174413,27,0.0,0.0,0.0,0,237168.0,30,inplace,0.0,0.0,,
1845,Post,SAC,2,2174121,27,37026.25,1586.0,1892.041375,21330,377135.999999999,30,inplace,58.74074074074074,1371.3425925925924,0.0743553680262541,1.7358766994842945
1899,Post,SAC,2,1964676,27,6867.51999999999,1514.6,992.356639999999,7334,330480.0,30,inplace,56.0962962962963,254.35259259259223,0.2065175893100627,0.9363948731933448
1948,Post,SAC,2,2174128,27,19539.75,2304.5,992.6193,12640,377135.999999999,30,inplace,85.35185185185185,723.6944444444445,0.18231803797468354,1.5458662974683544
1983,Post,SAC,2,2174332,27,20859.0,2218.5,1378.7799,15892,237168.0,30,inplace,82.16666666666667,772.5555555555555,0.1395985401459854,1.3125471935565065
1992,Post,SAC,2,2174129,27,38049.25,3048.5,1929.096975,21994,377135.999999999,30,inplace,112.9074074074074,1409.2314814814815,0.13860598345003186,1.7299831772301535
2030,Post,SAC,2,2174353,27,0.0,0.0,0.0,0,237168.0,30,inplace,0.0,0.0,,
2042,Post,SAC,2,2174387,27,43635.5,2784.5,2875.57945,26432,237168.0,30,inplace,103.12962962962965,1616.1296296296296,0.10534579297820824,1.6508588075060533
2051,Post,SAC,2,2174123,27,33080.0,2805.5,1687.08,19550,377135.999999999,30,inplace,103.9074074074074,1225.1851851851852,0.14350383631713556,1.6920716112531968
2070,Post,SAC,2,1949572,27,15091.4,3030.4,2182.21643999999,20135,288576.0,30,inplace,112.23703703703706,558.9407407407407,0.15050409734293518,0.74951080208592
2071,Post,SAC,2,2174122,27,37844.5,110.75,1933.85395,24386,377135.999999999,30,inplace,4.101851851851852,1401.6481481481478,0.004541540227999672,1.5518945296481588
1061,Post,SAC,2,5135336,27,60896.4799999999,13496.3599999999,8963.961856,37779,357695.999999999,30,moving,499.86518518518153,2255.425185185181,0.3572450303078403,1.6119134969162736
1074,Post,SAC,2,B160874788,27,98073.3,18467.5,14161.78452,75708,272160.0,30,moving,683.9814814814815,3632.3444444444453,0.2439306282030961,1.2954152797590743
1116,Post,SAC,2,MRXU005524,27,104381.2,14644.39,14822.1303999999,61691,326592.0,30,moving,542.3848148148148,3865.9703703703694,0.23738292457570795,1.6920004538749571
1121,Post,SAC,2,2384809,27,93405.0,15086.75,11741.0085,67300,349920.0,30,moving,558.7685185185185,3459.444444444445,0.22417161961367013,1.387890044576523
1155,Post,SAC,2,B170506134,27,92128.8099999999,14100.94,11792.48768,72008,295488.0,30,moving,522.2570370370371,3412.1781481481444,0.1958246305966004,1.2794246472614141
1164,Post,SAC,2,B170506132,27,133702.439999999,22730.5,21084.8747879999,95003,373248.0,30,moving,841.8703703703702,4951.9422222221865,0.23926086544635436,1.407349662642222
1186,Post,SAC,2,5135337,27,76582.0599999999,10099.22,11272.879232,41900,357695.999999999,30,moving,374.0451851851852,2836.372592592589,0.24103150357995226,1.8277341288782791
1212,Post,SAC,2,5141615,27,48488.76,12741.3699999999,7224.82523999999,28302,295488.0,30,moving,471.90259259258886,1795.88,0.4501932725602396,1.7132626669493325
1229,Post,SAC,2,5135151,27,59290.1999999999,9687.45,7701.79698,44365,326592.0,30,moving,358.7944444444445,2195.9333333333293,0.21835793981742369,1.3364183477966844
1285,Post,SAC,2,B160874786,27,102299.7,14045.17,13994.59896,87951,279936.0,30,moving,520.1914814814814,3788.8777777777777,0.15969312458073245,1.163144250776
1321,Post,SAC,2,MRXU005523,27,127254.16,21234.48,18070.0907199999,73857,326592.0,30,moving,786.4622222222223,4713.117037037036,0.2875080222592307,1.7229803539271835
1338,Post,SAC,2,2492692,27,100557.6,17203.59,15063.5284799999,80359,427680.0,30,moving,637.17,3724.355555555556,0.21408417227690735,1.2513545464727038
1359,Post,SAC,2,2384807,27,57393.0,6506.9,7214.3001,44120,349920.0,30,moving,240.99629629629632,2125.6666666666665,0.1474818676337262,1.300838621940163
1393,Post,SAC,2,2384810,27,84457.2,14353.4,10616.270040000001,61947,349920.0,30,moving,531.6074074074073,3128.0444444444447,0.23170452160718036,1.3633783718339871
1455,Post,SAC,2,5135338,27,82272.01,15358.31,12110.439871999999,46821,357695.999999999,30,moving,568.8262962962963,3047.1114814814805,0.32802182781230643,1.7571604621857713
1468,Post,SAC,2,B160874785,27,75093.5999999999,12193.54,10272.8044799999,68301,279936.0,30,moving,451.61259259259276,2781.244444444441,0.17852652230567634,1.0994509597224038
1532,Post,SAC,2,B170506131,27,117912.379999999,18537.05,18594.782326,91021,373248.0,30,moving,686.5574074074074,4367.1251851851475,0.20365684841959547,1.2954414915239227
1544,Post,SAC,2,5135339,27,52175.19,10500.27,7680.18796799999,33419,357695.999999999,30,moving,388.89888888888885,1932.4144444444448,0.31420060444657233,1.5612433047069034
1545,Post,SAC,2,MRXU005526,27,73958.72,11200.2,10465.158879999899,44154,330480.0,30,moving,414.8222222222223,2739.2118518518523,0.25366218236173393,1.6750174389636274
1582,Post,SAC,2,5141617,27,80708.64,12288.9699999999,12025.58736,50178,295488.0,30,moving,455.1470370370332,2989.2088888888893,0.24490752919606,1.6084467296424727
1585,Post,SAC,2,MRXU005528,27,117206.319999999,17692.93,16584.69428,67349,330480.0,30,moving,655.2937037037037,4340.974814814778,0.26270516266017313,1.7402830034595762
1647,Post,SAC,2,B170506133,27,118889.38,17091.03,15217.84064,80239,295488.0,30,moving,633.0011111111112,4403.310370370371,0.21300153292040028,1.4816906990366283
1657,Post,SAC,2,MRXU005525,27,97104.48,10838.4499999999,13788.8361599999,55646,326592.0,30,moving,401.42407407407035,3596.4622222222224,0.1947750062897585,1.7450397153434207
1666,Post,SAC,2,2492696,27,69189.6,12026.8599999999,10364.6020799999,56498,427680.0,30,moving,445.4392592592556,2562.577777777778,0.2128723140642129,1.224638040284612
1673,Post,SAC,2,2492697,27,62374.8,8101.01999999999,9343.74504,52406,427680.0,30,moving,300.03777777777736,2310.177777777778,0.15458191810098065,1.1902224936076022
1701,Post,SAC,2,B160874789,27,78690.5999999999,15030.49,11362.92264,62712,272160.0,30,moving,556.6848148148148,2914.466666666663,0.23967486286516135,1.2547933409873693
1718,Post,SAC,2,5141616,27,57236.04,11182.8,8528.16996,37723,295488.0,30,moving,414.1777777777778,2119.853333333333,0.29644513957002355,1.5172716910107893
1720,Post,SAC,2,MRXU005527,27,91961.76,14418.4699999999,13012.5890399999,51307,330480.0,30,moving,534.0174074074038,3405.991111111111,0.2810234470929873,1.7923823259984015
1744,Post,SAC,2,5141618,27,73886.34,8632.73999999999,11009.0646599999,44268,295488.0,30,moving,319.73111111111075,2736.531111111111,0.195010843046896,1.6690688533477906
1762,Post,SAC,2,5135142,27,82903.7999999999,13037.3199999999,10769.2036199999,60615,322704.0,30,moving,482.8637037037,3070.5111111111078,0.2150840551018708,1.3677109626330102
1816,Post,SAC,2,2492693,27,121492.2,19316.04,18199.53156,87433,427680.0,30,moving,715.4088888888889,4499.711111111111,0.22092390744913248,1.3895462811524253
1915,Post,SAC,2,2384808,27,65870.4,9051.05,8279.90928,47664,349920.0,30,moving,335.22407407407405,2439.644444444444,0.1898927912051024,1.381973816717019
