,Time_Period,c_prop_cd,c_zone_id,c_serial_num,dof,coin_in,mtr_win,theo,hp,max_hp,days_in_time_period,slot_logistics,mtr_win over dof,coin_in over dof,mtr_win over hp,coin_in over hp
992,Pre,SAC,2,2174353,76,0.0,0.0,0.0,0,650304.0,76,inplace,0.0,0.0,,
1017,Pre,SAC,2,2174332,76,29879.25,4071.75,1975.018425,15693,650304.0,76,inplace,53.57565789473684,393.1480263157895,0.25946281781686104,1.9039858535652838
1018,Pre,SAC,2,2174387,76,30754.5,1928.5,2026.72155,20918,650304.0,76,inplace,25.375,404.6644736842105,0.09219332632182808,1.4702409408165216
1044,Pre,SAC,2,2174129,76,181906.75,8732.75,9043.32312499999,107388,1061567.99999999,76,inplace,114.90460526315789,2393.5098684210525,0.0813196074049242,1.6939206429023728
10,Pre,SAC,6,2384809,76,88728.6,10401.9999999999,11153.18502,54454,984960.0,76,moving,136.86842105263025,1167.4815789473685,0.19102361626326625,1.6294229992287068
13,Pre,SAC,8,2492693,76,137639.4,25743.3999999999,20618.38212,117275,1203840.0,76,moving,338.7289473684197,1811.0447368421053,0.21951311021104156,1.1736465572372627
73,Pre,SAC,30,5141618,76,102679.099999999,15567.6899999999,15299.1859,59825,831744.0,76,moving,204.83802631578817,1351.040789473671,0.2602204763894676,1.7163242791474969
139,Pre,SAC,6,2384808,76,75331.7999999999,8576.64999999999,9469.20725999999,52229,984960.0,76,moving,112.85065789473671,991.2078947368408,0.16421241072967108,1.442336632905089
166,Pre,SAC,30,B160874786,76,62620.8,6322.96,8566.52543999999,47538,787968.0,76,moving,83.19684210526316,823.9578947368421,0.13300854053599226,1.3172788085321216
179,Pre,SAC,8,MRXU005528,76,331971.199999999,44670.2199999999,46973.9247999999,196924,930240.0,76,moving,587.7660526315776,4368.0421052631455,0.22683989762547938,1.6857833478905517
239,Pre,SAC,30,B160874785,76,58388.1,3099.93,7987.49208,42800,787968.0,76,moving,40.788552631578945,768.2644736842105,0.07242827102803738,1.3642079439252337
265,Pre,SAC,8,B170506134,76,243655.66,38386.21,31187.9244799999,183080,831744.0,76,moving,505.08171052631576,3205.9955263157894,0.20966905178064232,1.3308698929429759
278,Pre,SAC,8,MRXU005523,76,343788.72,39004.16,48817.99824,197561,919296.0,76,moving,513.2126315789474,4523.5357894736835,0.1974284398236494,1.7401649110907516
332,Pre,SAC,30,5135339,76,70836.45,13685.6099999999,10427.12544,37946,1006847.99999999,76,moving,180.07381578947238,932.0585526315789,0.3606601486322643,1.8667698835186843
378,Pre,SAC,8,B170506133,76,210650.36,27301.2099999999,26963.2460799999,164276,831744.0,76,moving,359.22644736841977,2771.7152631578947,0.16619110521317723,1.2822954052935303
379,Pre,SAC,8,MRXU005525,76,343124.32,60467.8899999999,48723.6534399999,206519,919296.0,76,moving,795.630131578946,4514.793684210526,0.2927957718176047,1.661466112076855
424,Pre,SAC,8,2492697,76,167017.8,20155.2099999999,25019.2664399999,131226,1203840.0,76,moving,265.20013157894607,2197.6026315789472,0.15359159008123316,1.272749302729642
444,Pre,SAC,30,B160874788,76,47782.5,6709.11999999999,6899.79299999999,39345,766080.0,76,moving,88.27789473684197,628.7171052631579,0.17052026941161494,1.2144491040792984
493,Pre,SAC,8,B170506132,76,335432.339999999,56960.67,52897.6800179999,242065,1050624.0,76,moving,749.4825,4413.583421052618,0.2353114659285729,1.3857118542540185
494,Pre,SAC,8,MRXU005526,76,384766.8,70743.53,54444.5022,214516,930240.0,76,moving,930.8359210526315,5062.7210526315785,0.32978206753808575,1.7936508232486155
535,Pre,SAC,8,2492692,76,169000.8,26326.4999999999,25316.31984,128434,1203840.0,76,moving,346.4013157894724,2223.694736842105,0.20498076833237228,1.3158571717769436
560,Pre,SAC,8,MRXU005524,76,190483.039999999,42604.4399999999,27048.5916799999,110815,919296.0,76,moving,560.584736842104,2506.355789473671,0.38446455804719487,1.7189283039299643
669,Pre,SAC,8,B170506131,76,176448.659999999,21483.98,27825.953682,135799,1050624.0,76,moving,282.68394736842106,2321.692894736829,0.15820425776331196,1.2993369612441845
736,Pre,SAC,6,2384807,76,124387.8,14302.2499999999,15635.5464599999,86621,984960.0,76,moving,188.1874999999987,1636.6815789473685,0.16511296336915876,1.4360005079599636
741,Pre,SAC,30,5135337,76,57162.17,11586.6099999999,8414.27142399999,30318,1006847.99999999,76,moving,152.4553947368408,752.1338157894737,0.38216933834685335,1.885420212415067
764,Pre,SAC,30,5141616,76,92515.9599999999,16542.06,13784.87804,53612,831744.0,76,moving,217.65868421052633,1217.3152631578935,0.30855144370663284,1.7256576885771824
779,Pre,SAC,30,5135336,76,86017.75,12070.23,12661.8128,38110,1006847.99999999,76,moving,158.8188157894737,1131.8125,0.3167208081868276,2.2570913146155864
789,Pre,SAC,30,5141615,76,76186.54,16262.21,11351.79446,48508,831744.0,76,moving,213.97644736842105,1002.4544736842105,0.3352480003298425,1.5705974272284982
802,Pre,SAC,3,5135151,76,232307.999999999,27790.43,30176.8091999999,170677,919296.0,76,moving,365.66355263157897,3056.6842105263026,0.16282469225496113,1.361097277313282
842,Pre,SAC,30,B160874789,76,56928.0,8275.07999999999,8220.40319999999,42268,766080.0,76,moving,108.88263157894725,749.0526315789474,0.19577647392826703,1.3468344847165705
884,Pre,SAC,30,5135338,76,49522.14,7365.66999999999,7289.65900799999,26055,1006847.99999999,76,moving,96.91671052631565,651.6071052631579,0.2826969871425826,1.9006770293609672
948,Pre,SAC,30,5141617,76,88375.82,8644.53999999999,13167.99718,49434,831744.0,76,moving,113.74394736842092,1162.8397368421054,0.17487033216005157,1.7877537727070438
954,Pre,SAC,3,5135142,76,254092.199999999,31045.5599999999,33006.5767799999,190040,908352.0,76,moving,408.4942105263145,3343.3184210526183,0.1633632919385387,1.3370458850768205
978,Pre,SAC,6,2384810,76,116277.599999999,13722.3,14616.09432,72858,984960.0,76,moving,180.55657894736842,1529.9684210526184,0.18834307831672567,1.5959482829613632
1006,Pre,SAC,8,2492696,76,149950.8,24795.98,22462.6298399999,112907,1203840.0,76,moving,326.2628947368421,1973.036842105263,0.21961419575402766,1.3280912609492768
1037,Pre,SAC,8,MRXU005527,76,185611.36,28558.7599999999,26264.0074399999,111467,930240.0,76,moving,375.7731578947355,2442.254736842105,0.25620820511900294,1.665168704639041
